genres,movie_id,original_title,plot,cast
['Horror'],55616,Dracula: Pages from a Virgin's Diary,"A ballet rendition of Bram Stoker's gothic novel DRACULA, presented in a style reminiscent of the silent expressionistic cinema of the early 20th Century. This work employs the subtle and sometimes bold use of color to emphasize its themes, but mainly is presented in black-and-white, or tinted in monochrome. No spoken dialogue can be heard, and the story of a sinister but intriguing immigrant who preys upon young English women unfolds through dance, pantomime and subtitles.","['Wei-Qiang Zhang', 'Tara Birtwhistle', 'David Moroni']"
['Drama'],29697,Faith Like Potatoes,"Frank Rautenbach leads a strong cast as Angus Buchan, a Zambian farmer of Scottish heritage, who leaves his farm in the midst of political unrest and racially charged land reclaims and travels south with his family to start a better life in KwaZulu Natal,South Africa.","['Frank Rautenbach', 'Jeanne Neilson', 'Hamilton Dlamini']"
"['Fantasy', 'Science Fiction', 'Horror']",50037,Beyond the Black Rainbow,"Deep within the mysterious Arboria Institute, a disturbed and beautiful girl is held captive by a doctor in search of inner peace. Her mind controlled by a sinister technology. Silently, she waits for her next session with deranged therapist Dr. Barry Nyle. If she hopes to escape, she must journey through the darkest reaches of The Institute, but Nyle wonʼt easily part with his most gifted and dangerous creation.","['Michael Rogers', 'Scott Hylands', 'Marilyn Norry']"
"['Action', 'Thriller', 'Crime']",94329,Serbuan maut,"Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it.  But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais.","['Iko Uwais', 'Joe Taslim', 'Donny Alamsyah']"
"['Horror', 'Science Fiction', 'Action']",53502,The Dead Undead,Good Vampires battle Zombie Vampires while trying to hide their own identity and prevent the infection from spreading.,"['Luke Goss', 'Joshua Alba', 'Matthew R. Anderson']"
"['Horror', 'Documentary', 'Mystery']",202604,The Vatican Exorcisms,Documentary following US film-maker Joe Marino as he heads to Italy to investigate exorcisms and the truth behind rumors of demonic possession.,['Joe Marino']
"['Drama', 'Romance']",289,Casablanca,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.","['Humphrey Bogart', 'Ingrid Bergman', 'Paul Henreid']"
"['Horror', 'Thriller']",27374,Lake Mungo,"16 year old Alice Palmer drowns in a local dam. When her body is recovered and, her grieving family buries her. The family experiences a series of strange, inexplicable events centered in and around their home. Unsettled, the Palmers seek the help of psychic and parapsychologist, Ray Kemeny. Ray discovers that Alice led a secret, double life. At Lake Mungo, Alice's secret past emerges.","['Talia Zucker', 'Rosie Traynor', 'David Pledger']"
"['Drama', 'Comedy', 'Romance']",26815,Rocket Singh: Salesman of the Year,"Rocket Singh - Salesman of the Year is the sometimes thoughtless, sometimes thoughtful story of a fresh graduate trying to find a balance between the maddening demands of the 'professional' way, and the way of his heart - and stumbling upon a crazy way which turned his world upside down, and his career right side up. Welcome to the world of sales boss!","['Ranbir Kapoor', 'Sumeet Darshan Dobhal', 'Gauhar Khan']"
"['Adventure', 'Drama', 'Science Fiction']",811,Silent Running,"In a future Earth barren of all flora and fauna, the planet's ecosystems exist only in large pods attached to spacecraft. When word comes in that the pods are to be jettisoned into space and destroyed so that the spacecraft can be reused for commercial purposes, most of the crew of the Valley Forge rejoice at the prospect of going home. Not so for botanist Freeman Lowell who loves the forest and its creatures, so decides to take matters into his own hands to protect what he loves.","['Bruce Dern', 'Cliff Potts', 'Ron Rifkin']"
['Drama'],1366,Rocky,"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.","['Sylvester Stallone', 'Talia Shire', 'Burt Young']"
['Drama'],244776,The Sleepwalker,"A young couple, Kaia and Andrew, are renovating Kaia's secluded family estate. Their lives are violently interrupted when unexpected guests arrive. The Sleepwalker chronicles the unraveling of the lives of four disparate characters as it transcends genre conventions and narrative contrivance to reveal something much more disturbing.","['Christopher Abbott', 'Brady Corbet', 'Stephanie Ellis']"
"['Adventure', 'Comedy', 'History']",5769,Tom Jones,Tom loves Sophie and Sophie loves Tom. But Tom and Sophie are of differering classes. Can they find a way through the mayhem to be true to love?,"['Albert Finney', 'Susannah York', 'Hugh Griffith']"
"['Horror', 'Thriller']",277685,Unfriended,"While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. A first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead. Told entirely from a young girl's computer desktop, Unfriended redefines 'found footage' for a new generation of teens.","['Shelley Hennig', 'Moses Jacob Storm', 'Renee Olstead']"
"['Crime', 'Drama']",103,Taxi Driver,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.","['Robert De Niro', 'Cybill Shepherd', 'Harvey Keitel']"
"['Drama', 'Horror']",11298,The Howling,"After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem.","['Patrick Macnee', 'Dennis Dugan', 'Christopher Stone']"
"['Adventure', 'Action', 'Thriller']",646,Dr. No,"In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.","['Sean Connery', 'Ursula Andress', 'Joseph Wiseman']"
"['Horror', 'Thriller']",93856,Chernobyl Diaries,"A group of six tourists looking to go off the beaten path, hire an 'extreme tour guide'. Ignoring warnings, he takes them into the city of Pripyat, the former home to the workers of the Chernobyl nuclear reactor, but a deserted town since the disaster more than 25 years earlier. After a brief exploration of the abandoned city, the group members find themselves stranded, only to discover that they are not alone.","['Jesse McCartney', 'Jonathan Sadowski', 'Olivia Taylor Dudley']"
['Horror'],9003,Hellraiser,"Larry and his wife, Julia move into an old house and discover a hideous creature - the man's half-brother, who is also the woman's former lover - hiding upstairs. Having lost his earthly body to a trio of S&amp;M demons, the Cenobites, Frank, is brought back into existence by a drop of blood on the floor. He soon forces his former mistress to bring him his necessary human sacrifices to complete his body... but the Cenobites won't be happy about this.","['Andrew Robinson', 'Clare Higgins', 'Ashley Laurence']"
['Drama'],347126,God's Not Dead 2,"When a high school teacher is asked a question in class about Jesus, her reasoned response lands her in deep trouble and could expel God from the public square once and for all.","['Hayley Orrantia', 'Melissa Joan Hart', 'Jesse Metcalfe']"
"['Horror', 'Thriller']",10092,Cry_Wolf,"Eight unsuspecting high school seniors at a posh boarding school, who delight themselves on playing games of lies, come face-to-face with terror and learn that nobody believes a liar - even when they're telling the truth.","['Julian Morris', 'Lindy Booth', 'Jared Padalecki']"
"['Adventure', 'Horror', 'Action']",10643,Gojira ni-sen mireniamu,Godzilla saves Tokyo from a flying saucer that transforms into the beast Orga.,"['Takehiro Murata', 'Naomi Nishida', 'Mayu Suzuki']"
"['Drama', 'Romance']",46705,Blue Valentine,"Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.","['Ryan Gosling', 'Michelle Williams', 'Mike Vogel']"
['Drama'],546,Transamerica,Bree is about to get a sex change operation that will finally allow her to actually be what she’s already been in her mind for a long time: a transitioned woman. Yet before this happens she suddenly runs into her son who ends up coming for the trip across the United States.,"['Felicity Huffman', 'Kevin Zegers', 'Elizabeth Peña']"
"['Thriller', 'Horror']",76487,The Devil Inside,"In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.","['Fernanda Andrade', 'Simon Quarterman', 'Evan Helmuth']"
"['Comedy', 'Drama', 'Thriller']",5722,Beyond the Valley of the Dolls,A hip and happenin' all girl rock group head to LA to claim lead-singer Kelly's inheritance and make it (and make it) in LA. Soon the girls fall into a morass of drugs and deceit as their recording success soars. It takes several tragedies to make them stop and think... but is it too late?,"['Dolly Read', 'Cynthia Myers', 'Marcia McBroom']"
"['Drama', 'Action', 'Western']",39833,Love Me Tender,Elvis Prestley's first film is a Civil War drama.,"['Richard Egan', 'Debra Paget', 'Elvis Presley']"
['Documentary'],1781,An Inconvenient Truth,A documentary on Al Gore's campaign to make the issue of global warming a recognized problem worldwide.,"['Al Gore', 'Billy West', 'Ronald Reagan']"
"['Action', 'Drama', 'History']",18712,Sands of Iwo Jima,"The relationship between Sergeant Stryker and a group of rebellious recruits is made difficult by the Sergeant's tough training tactics. At Tarawa, the leathernecks have a chance to see Stryker in action, and begin to appreciate him.","['John Wayne', 'John Agar', 'Adele Mara']"
"['Documentary', 'Music']",7944,Shine a Light,"Martin Scorsese and the Rolling Stones unite in ""Shine A Light,"" a look at The Rolling Stones."" Scorsese filmed the Stones over a two-day period at the intimate Beacon Theater in New York City in fall 2006. Cinematographers capture the raw energy of the legendary band.","['Mick Jagger', 'Keith Richards', 'Charlie Watts']"
"['Action', 'Adventure', 'Horror']",171424,The Green Inferno,"A group of student activists travel from New York City to the Amazon to save the rainforest.  However, once they arrive in this vast green landscape, they soon discover that they are not alone… and that no good deed goes unpunished.","['Lorenza Izzo', 'Ariel Levy', 'Sky Ferreira']"
"['Drama', 'Romance', 'Family']",361475,Departure,"An English mother and her teenage son spend a week preparing the sale of their remote holiday house in the South of France. Fifteen-year-old Elliot struggles with his dawning sexuality and an increasing alienation from his mother, Beatrice. She in turn is confronted by the realisation that her marriage to his father, Philip, has grown loveless and the life she knows is coming to an end. When an enigmatic local teenager, Clément, quietly enters their lives, both mother and son are compelled to confront their desires and, finally, each other.","['Juliet Stevenson', 'Alex Lawther', 'Phénix Brossard']"
"['Drama', 'Romance', 'Comedy']",113947,The Sessions,"Though a childhood bout with polio left him dependent on an iron lung, Mark O'Brien (John Hawkes) maintains a career as a journalist and poet. A writing assignment dealing with sex and the disabled piques Mark's curiosity, and he decides to investigate the possibility of experiencing sex himself. When his overtures toward a caregiver scare her away, he books an appointment with sex surrogate Cheryl Green (Helen Hunt) to lose his virginity.","['John Hawkes', 'Helen Hunt', 'William H. Macy']"
['Documentary'],18570,"Food, Inc.","Documentary filmmaker Robert Kenner examines how mammoth corporations have taken over all aspects of the food chain in the United States, from the farms where our food is grown to the chain restaurants and supermarkets where it's sold. Narrated by author and activist Eric Schlosser, the film features interviews with average Americans about their dietary habits, commentary from food experts like Michael Pollan and unsettling footage shot inside large-scale animal processing plants.","['Michael Pollan', 'Eric Schlosser', 'Richard Lobb']"
['Drama'],83860,October Baby,OCTOBER BABY is the coming of age story of a beautiful and naive college freshman who discovers that her entire life is a lie and sets out on a road trip with a host of misfits to discover herself and the answers she craves.,"['Rachel Hendrix ', 'Jason Burkey', 'Robert Amaya ']"
"['Comedy', 'Drama', 'Romance']",41469,Next Stop Wonderland,A lighthearted story about a man and a woman who seem destined to be together... and the hilarious chain of accidents that seem determined to keep them apart!,"['Hope Davis', 'Philip Seymour Hoffman', 'Holland Taylor']"
['Drama'],244772,The Skeleton Twins,"Estranged twins Maggie and Milo coincidentally cheat death on the same day, prompting them to reunite and confront the reasons their lives went so wrong. As the twins' reunion reinvigorates them, they realize the key to fixing their lives may just lie in repairing their relationship.","['Kristen Wiig', 'Bill Hader', 'Luke Wilson']"
"['Drama', 'Thriller']",50837,Martha Marcy May Marlene,"After several years of living with a cult, Martha finally escapes and calls her estranged sister, Lucy, for help. Martha finds herself at the quiet Connecticut home Lucy shares with her new husband, Ted, but the memories of what she experienced in the cult make peace hard to find. As flashbacks continue to torment her, Martha fails to shake a terrible sense of dread, especially in regard to the cult's manipulative leader.","['Elizabeth Olsen', 'Hugh Dancy', 'John Hawkes']"
"['Comedy', 'Romance']",248774,Obvious Child,"An immature, newly unemployed comic must navigate the murky waters of adulthood after her fling with a graduate student results in an unplanned pregnancy.","['Jenny Slate', 'Jake Lacy', 'Gaby Hoffmann']"
['Drama'],10183,Frozen River,"Ray Eddy, an upstate New York trailer mom, is lured into the world of illegal immigrant smuggling. Broke after her husband takes off with the down payment for their new doublewide, Ray reluctantly teams up with Lila, a smuggler, and the two begin making runs across the frozen St. Lawrence River carrying illegal Chinese and Pakistani immigrants in the trunk of Ray's Dodge Spirit.","['Melissa Leo', 'Misty Upham', 'Charlie McDermott']"
"['Documentary', 'Music']",159014,20 Feet from Stardom,"Backup singers live in a world that lies just beyond the spotlight. Their voices bring harmony to the biggest bands in popular music, but we've had no idea who these singers are or what lives they lead, until now.","['Bette Midler', 'Mick Jagger', 'Sting']"
"['Drama', 'Romance']",32456,Two Girls and a Guy,"Two women confront their boyfriend, a two-timing actor who professed eternal love to each.","['Robert Downey Jr.', 'Natasha Gregson Wagner', 'Heather Graham']"
"['Comedy', 'Drama', 'Romance']",49963,Walking and Talking,"Things have been tough lately for Amelia. Her best friend moved out of the apartment, her cat got cancer, and now her best friend, Laura, is getting married. She copes with things, from the help of Andrew, Frank, Laura, and a brief romance with Bill ""The Ugly Guy"".","['Catherine Keener', 'Anne Heche', 'Liev Schreiber']"
['Documentary'],13508,Who Killed the Electric Car?,"In 1996, electric cars began to appear on roads all over California. They were quiet and fast, produced no exhaust, and ran without gasoline... Ten years later, these cars were destroyed.","['Martin Sheen', 'Mel Gibson', 'Tom Hanks']"
"['Comedy', 'Drama', 'Romance']",22597,The Broken Hearts Club: A Romantic Comedy,"A group of friends search for fun, love and ultimately themselves in West Hollywood. This movie is an entertaining, and sometimes cynical look into the lives of six gay men trying to come to terms with what being gay and single (or gay and partnered) means to them.","['Ben Weber', 'Timothy Olyphant', 'Matt McGrath']"
"['Comedy', 'Horror', 'Thriller']",9707,Bubba Ho-tep,"Bubba Ho-tep tells the ""true"" story of what really did become of Elvis Presley. We find Elvis as an elderly resident in an East Texas rest home, who switched identities with an Elvis impersonator years before his ""death,"" then missed his chance to switch back. He must team up with JFK and fight an ancient Egyptian mummy for the souls of their fellow residents.","['Bruce Campbell', 'Ossie Davis', 'Ella Joyce']"
['Drama'],37532,Slam,"Slam tells the story of Ray Joshua, an original, gifted young MC trapped in a war-zone housing project known as Dodge City. Unable to find a job, Ray copes with the despair and poverty of his neighborhood by using his wits and verbal talent. Written by Offline Publicist Young Ray Joshua lives in the Washington, DC, district known as Dodge City, which is dominated by gang wars. One day he is arrested when his drug dealer is gunned down while talking to him. He is put to prison where two rival gangs, Thug Life and the Union, want to recruit him as a member.","['Saul Williams', 'Sonja Sohn', 'Bonz Malone']"
"['Crime', 'Drama', 'Mystery']",26791,Brigham City,"Wes Clayton is a lawman and a bishop in a Mormon community called Brigham. The town is shaken when a woman from California is found murdered. Clayton and his young deputy work with an FBI agent sent to investigate. As a civil and spiritual leader in the frightened town, Clayton must uncover the town's deepest secrets, find the murderer and keep Brigham from ripping itself apart.","['Richard Dutcher', 'Matthew A. Brown', 'Wilford Brimley']"
"['Drama', 'Foreign', 'Romance']",56666,Fiza,In 1993 Fiza's brother disappears during the riots in Mumbai. In 1999 Fiza is tired of waiting and goes looking for him.,"['Hrithik Roshan', 'Karisma Kapoor', 'Jaya Bachchan']"
['Comedy'],8675,Orgazmo,"Joe Young is a devout Mormon living in L.A. trying to raise enough money to go back to Utah and marry his girlfriend, Lisa. Joe is spreading the word about the church of Latter Day Saints one day when he's confronted by two burly bodyguards. A scuffle breaks out, and Joe's martial arts skills impress Maxxx Orbison, who directs pornographic movies.","['Trey Parker', 'Dian Bachar', 'Matt Stone']"
"['Drama', 'Romance']",13132,All the Real Girls,"In a small North Carolina town, Paul, a womanizer, meets Noel, a confused intellectual returning home for the first time in years since she left for boarding school. The film depicts the typical romance of a good girl and a bad boy, in an interesting way.","['Paul Schneider', 'Zooey Deschanel', 'Danny McBride']"
['Comedy'],47686,Dream with the Fishes,"Terry is a suicidal voyeur who treats a dying addict to a final binge, but Terry will only do this if he promises to kill him.","['David Arquette', 'Brad Hunt', 'Kathryn Erbe']"
['Drama'],46989,Blue Car,"Gifted 18-year-old Meg has been abandoned by her father and neglected by her hardworking mother. Left to care for her emotionally disturbed younger sister, her world begins to unravel. She finds an outlet in writing poetry and support from her English teacher, Mr. Auster. But what started out as a mentoring relationship begins to get a bit more complex.","['Margaret Colin', 'Agnes Bruckner', 'David Strathairn']"
['Drama'],192132,Palo Alto,"Palo Alto weaves together three stories of teenage lust, boredom, and self-destruction: shy, sensitive April, torn between an illicit flirtation with her soccer coach and an unrequited crush on sweet stoner Teddy; Emily, who offers sexual favors to any boy to cross her path; and the increasingly dangerous exploits of Teddy and his best friend Fred, whose behavior may or may not be sociopathic.","['Emma Roberts', 'Jack Kilmer', 'Nat Wolff']"
"['Crime', 'Drama']",24424,Ajami,"Ajami is an area of Tel Aviv in Israel where Arabs, Palestinians, Jews and Christians live together in a tense atmosphere. Omar, an Israeli Arab, struggles to save his family from a gang of extortionists. He also courts a beautiful Christian girl: Hadir. Malek, an illegal Palestinian worker, tries to collect enough money to pay for his mother's operation. Dando, an Israeli cop, does his utmost to find his missing brother who may have been killed by Palestinians.","['Fouad Habash', 'Nisrine Rihan', 'Elias Saba']"
"['Comedy', 'Drama', 'Fantasy']",13198,Wristcutters: A Love Story,"Zia, distraught over breaking up with his girlfriend, decides to end it all. Unfortunately, he discovers that there is no real ending, only a run-down afterlife that is strikingly similar to his old one, just a bit worse. Discovering that his ex-girlfriend has also ""offed"" herself, he sets out on a road trip, with his Russian rocker friend, to find her. Their journey takes them through an absurd purgatory where they discover that being dead doesn't mean you have to stop livin'!","['Patrick Fugit', 'Shannyn Sossamon', 'Shea Whigham']"
"['Science Fiction', 'Drama']",244267,I Origins,"I Origins follows a molecular biologist studying the evolution of the human eye.  He finds his work permeating his life after a brief encounter with an exotic young woman who slips away from him.  As his research continues years later with his lab partner, they make a stunning scientific discovery that has far reaching implications and complicates both his scientific and and spiritual beliefs.  Traveling half way around the world, he risks everything he has ever known to validate his theory.","['Michael Pitt', 'Brit Marling', 'Astrid Bergès-Frisbey']"
"['Comedy', 'Drama', 'Romance']",21413,The Battle of Shaker Heights,"A quirky teen with a penchant for war reenactments, Kelly Ernswiler obsesses over military tactics with his buddy Bart. The school bully is one of Kelly's regular headaches, and he also has to deal with a frustrating situation at home, where his father is a recovering drug addict. Kelly's life gets even more complicated when he falls for Tabby, Bart's pretty and soon-to-be-wed older sister.","['Shia LaBeouf', 'Elden Henson', 'Amy Smart']"
['Documentary'],123678,Jagal,"In a place where killers are celebrated as heroes, these filmmakers challenge unrepentant death-squad leaders to dramatize their role in genocide. The result is a surreal, cinematic journey, not only into the memories and imaginations of mass murderers, but also into a frighteningly banal regime of corruption and impunity.","['Anwar Congo', 'Herman Koto', 'Syamsul Arifin']"
['Documentary'],13362,Taxi to the Dark Side,"An in-depth look at the torture practices of the United States in Afghanistan, Iraq and Guantanamo Bay, focusing on an innocent taxi driver in Afghanistan who was tortured and killed in 2002","['Brian Keith Allen', 'Moazzam Begg', 'Christopher Beiring']"
['Documentary'],39183,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,"In the 1970s the North American Soccer League marked the first attempt to introduce soccer to American sports fans. While most teams had only limited success at best, one managed to break through to genuine mainstream popularity - the New York Cosmos. The brainchild of Steve Ross (Major executive at Warner Communications) and the Ertegun brothers (Founders of Atlantic Records), the Cosmos got off to a rocky start in 1971, but things changed in 1975 when the world's most celebrated soccer star, the Brazilian champion Pele, signed with the Cosmos for a five-million-dollar payday. With the arrival of Pele, the Cosmos became a hit  and the players became the toast of the town, earning their own private table at Studio 54. A number of other international soccer stars were soon lured to the Cosmos, including Franz Beckenbauer, Rodney Marsh, and Carlos Alberto, but with the turn of the decade, the team began losing favor with fans and folded in 1985.","['Pelé', 'Franz Beckenbauer', 'Carlos Alberto']"
['Drama'],62402,Guiana 1838,"The abolition of slavery in the British Caribbean in 1834 prompts Gillanders, Arbuthnot &amp; Company in Calcutta, a part of the East India Company, to recruit Coolies from India to fill the resulting labor void. The company hires Sinha, a fierce small-timer to sell dreams of El Dorado to the unsuspecting, impoverished Coolies who are signed to five-year contracts as indentured servants. Upon the Coolies' arrival in British Guiana in 1838, the British planters promptly enslave them to ensure that the growth of sugar in the British West Indies will continue uninterrupted. John Scoble of the British and Foreign Anti Slavery Society arrives on the colony a year later to discover a new form of slavery; this time on the backs of Indians.","['Aasheekaa Bathija', 'Thomas Garvey', 'Kumar Gaurav']"
[],206412,Lisa Picard Is Famous,"A documentarian decides to follow the career of New York actress Lisa Picard, believing she is on the brink of fame. Instead, he bears witness to Lisa's continued, humorous, struggles as an actress, as well as the conflict that arises when Lisa's best friend Tate hits it big with an off-Broadway one-man show.","['Laura Kirk', 'Nat DeWolf', 'Griffin Dunne']"
"['Drama', 'Adventure', 'Documentary']",201132,Antarctica: A Year on Ice,"Filling the giant screen with stunning time-lapse vistas of Antarctica, and detailing year-round life at McMurdo and Scott Base, Anthony Powell’s documentary is a potent hymn to the icy continent and the heavens above.","['Genevieve Bachman', 'William Brotman', 'Michael Christiansen']"
['Documentary'],251471,A LEGO Brickumentary,A look at the global culture and appeal of the LEGO building-block toys.,"['Jason Bateman', 'Matthias Klie']"
"['Drama', 'Action']",112456,Hardflip,"Hardflip follows the story of Caleb (Randy Wayne) a young skater whose ill mother (Rosanna Arquette) and absent father (John Schneider) leave him reaching for the only hope he has...becoming a sponsored skater. After his mother falls ill, Caleb finds a stack of old love letters. He sets out to find the father he never knew and inadvertently begins a journey he never could have expected. This story explores what happens when we let go of our anger and pain and forgive those who have hurt us most.","['Randy Wayne', 'John Schneider', 'Rosanna Arquette']"
['Thriller'],20296,Chocolate: Deep Dark Secrets,"Christmas Eve, London. While the snow-clad city gets ready to celebrate the festival of peace and joy, a series of bizarre incidents shatter the Christmas calm. A couple of luckless Indians find themselves hauled by the London police and made scapegoats. Or are they?Chocolate unfolds a web of sinister plots, slowly unearthing true and mystifying personalities of seven individuals. Seven high-strung, distinctive people who've chosen to remain in the foreign land hoping to make or break their lives.","['Anil Kapoor', 'Sunil Shetty', 'Arshad Warsi']"
"['Mystery', 'Horror']",25983,The House of the Devil,"In the 1980s, college student Samantha Hughes takes a strange babysitting job that coincides with a full lunar eclipse. She slowly realizes her clients harbor a terrifying secret.","['Jocelin Donahue', 'Mary Woronov', 'Greta Gerwig']"
"['Comedy', 'Thriller', 'Crime']",66195,The Perfect Host,A criminal on the run cons his way into the wrong dinner party where the host is anything but ordinary.,"['David Hyde Pierce', 'Clayne Crawford', 'Nathaniel Parker']"
"['Comedy', 'Crime']",16155,Safe Men,"Two untalented singers are mistaken for a pair of major league safe crackers in Providence, Rhode Island. The two are pressed into service by the local hoodlums and quickly find themselves in conflict with their professional colleagues. Romantic interest is added by the daughter of the underworld leader who won't date the men she knows are gangsters.","['Sam Rockwell', 'Steve Zahn', 'Paul Giamatti']"
"['Romance', 'Drama', 'Crime']",46727,Speedway Junky,"A naive drifter runs away from his army father in hopes of making it on the car racing circuit. In Las Vegas, he meets a young scam artist, who develops a crush on him. He is then introduced to a whole gang led by a young hustler. The racer-to-be then gets a lesson in the wild side, getting involved in one situation after another. Patsy Kensit makes a cameo as another hustler and Daryl Hannah appears as the scam artist's surrogate mom.","['Jesse Bradford', 'Jordan Brower', 'Jonathan Taylor Thomas']"
"['Comedy', 'Drama']",55180,The Last Big Thing,"From a bland tract house on the outskirts of Los Angeles, Simon Geist (with occasional help from his platonic girlfriend Darla) wages war against all of modern American popular culture. Geist starts up a magazine called ""The Next Big Thing"", which he uses to confront and insult upcoming actors, comics, models and rock bands. As Geist's mysterious Underground Agenda escalates, will he become the ""last big thing"", or be co-opted by the very forces he is railing against? Written by Van Film Fest","['Dan Zukovic', 'Mark Ruffalo', 'Sibel Ergener']"
"['Action', 'Comedy']",29015,The Specials,"America's 7th Best Superhero Team, the Specials, are a group of geeks and oddballs. We get to see one day in their lives as fan and new member Nightbird joins the group, just in time for the group to get a new line of action figures. But the members' extreme personalities and personal issues threaten to rip the group apart.","['Jordan Ladd', 'Rob Lowe', 'Jamie Kennedy']"
"['Comedy', 'Romance']",91122,16 to Life,Romantic comedy. A small town teenager's angst about sexual inexperience drives a comic quest for love and understanding on a birthday to end all birthdays.,"['Hallee Hirsh', 'Theresa Russell', 'Shiloh Fernandez']"
"['Crime', 'Drama', 'Romance']",18206,Alone With Her,"The harrowing story of a disturbed young man's attempts to win the affections of an unsuspecting young woman. When Doug first sees Amy, he instantly falls for her and begins to watch her every move, going so far as to set up spy cameras in her apartment. However, as his fascination grows into obsession he's no longer satisfied with just watching.","['Colin Hanks', 'Ana Claudia Talancón', 'Jordana Spiro']"
"['Drama', 'Science Fiction']",320146,Creative Control,"Smooth advertising executive David is in a relationship with yoga teacher Juliette. Then his eye is caught by Sophie, the girlfriend of his best friend Wim, a fashion photographer. Things get completely out of hand during a campaign for augmented reality-glasses, for which David designs an avatar of the coveted Sophie.","['Benjamin Dickinson', 'Nora Zehetner', 'Dan Gill']"
"['Drama', 'Fantasy', 'Science Fiction']",13856,Special,A lonely metermaid has a psychotic reaction to his medication and becomes convinced he's a superhero. A very select group of people in life are truly gifted. Special is a movie about everyone else.,"['Michael Rapaport', 'Josh Peck', 'Robert Baker']"
[],219716,Sparkler,"Melba is a Californian trailer-park girl who is told to look for three kings by a phone psychic, and when she meets three guys - Trent, Brad and Joel traveling to Las Vegas, she decides they are those kings and joins them on a trip. In Vegas she meets her old high school pal Dottie.","['Park Overall', 'Veronica Cartwright', 'Freddie Prinze Jr.']"
"['Action', 'Comedy', 'Science Fiction']",43630,The Helix... Loaded, ,[]
"['Drama', 'Action', 'Thriller']",56491,In Her Line of Fire,"When the Vice President's plane goes down near a remote Pacific island, he is kidnapped by rebel forces and held for ransom. It is up to his female Secret Service agent and a press secretary to infiltrate the camp and save him.","['Mariel Hemingway', 'David Keith', 'David Millbern']"
"['Comedy', 'Drama']",99826,The Jimmy Show,"A failed New Jersey inventor embarks on a career as a standup comic, turns to drink, and labors to keep his family together.","['Frank Whaley', 'Carla Gugino', 'Ethan Hawke']"
"['Crime', 'Drama']",186935,Heli,Heli must try and protect his young family when his 12-year-old sister inadvertently involves them in the brutal drug world. He must battle against the drug cartel that have been angered as well as the corrupt police force.,"['Armando Espitia', 'Andrea Vergara', 'Linda Gonzalez']"
"['Family', 'Comedy']",357441,Karachi se Lahore,A road trip from Karachi to Lahore where 5 friends discover themselves and the country amidst getting to their destination.,"['Shehzad Sheikh', 'Ayesha Omar', 'Yasir Hussain']"
"['Drama', 'Romance']",19344,Loving Annabelle,"Annabelle is the wise-beyond-her-years newcomer to an exclusive Catholic girls school. Having been expelled from her first two schools she's bound to stir some trouble. Sparks fly though when sexual chemistry appears between her and the Head of her dorm and English teacher, Simone Bradley. Annabelle pursues her relentlessly and until the end the older woman manages to avoid the law.","['Erin Kelly', 'Diane Gaidry', 'Laura Breckenridge']"
"['Drama', 'Comedy']",242083,Hits,"A talentless teen will do anything to get on TV's ""The Voice."" Meanwhile, her father, a municipal worker, creates an uproar when a video of his rants at City Hall goes viral.","['Meredith Hagner', 'Matt Walsh', 'James Adomian']"
"['Action', 'Crime', 'Drama']",18869,Jimmy and Judy,Two misunderstood suburban kids challenge society and run from the police while documenting all of their deeds with a digital camera.,"['Edward Furlong', 'Rachael Bella', 'William Sadler']"
